name,similar,desc,tags,num_eps,agg_review,1,2,3,4,5
miss-machiko,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The mischievous students of Arama Academy meet their match in a beautiful and clever new teacher, Miss Machiko! But they're determined to find a prank that will really humiliate her.
          ",Discotek Media,75,3.5,1,1,1,0,3
miss-monochrome-the-animation,Kenka Bancho Otome -Girl Beats Boys-::SANRIO BOYS::The Highschool Life of a Fudanshi::Milpom,"
            In this short animated series, Miss Monochrome is an android who decides 
to try and become a top idol singer in the ever growing competitive market.
          ",King Record Company Limited ::comedy::shoujo,54,4,2,5,5,13,16
mitchiri-neko,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The cute and mysterious cat-like creatures called Mitchiri Neko that seem to gather around each other if you leave them alone now get their own anime with a glorious voice cast! The free and happy-go- lucky Mitchiri Neko’s daily life is filled fluff and surreal laughs! Say it with me, “Mitchiri! Mitchiri!”
          ",G-Angle::crunchyroll co-production,13,4.5,0,1,1,3,7
mizu-no-kotoba,Lostorage incited WIXOSS::Garakowa -Restore the World-::BORUTO: NARUTO NEXT GENERATIONS::One Piece,"
            A certain café. Seven men and women, drawn together by chance. Their conversations interweave to create a mysterious interval of time. A world protected by Kotonoha, a space where fluid words have a life of their own. Go ahead, take a look. 
 
Don't miss other works by director Yasuhiro YOSHIURA here on Crunchyroll! The ""Time of Eve"" group features video and text interviews with Yasuhiro Yoshiura!
          ","DIRECTIONS, Inc.::anime::mizu no kotoba::psychological::yasuhiro yoshiura::time of eve::eve no jikan::aquatic language::science fiction::drama",2,4.5,4,2,11,61,269
mob-psycho-100,Dog Days::Web Ghosts PiPoPa::Naruto::In Another World With My Smartphone,"
            Kageyama Shigeo, a.k.a. ""Mob,"" is a boy who has trouble expressing himself, but who happens to be a powerful esper. Mob is determined to live a normal life and keeps his ESP suppressed, but when his emotions surge to a level of 100%, something terrible happens to him! As he's surrounded by false espers, evil spirits, and mysterious organizations, what will Mob think? What choices will he make? The anime based on the original story by ONE, the idol of the webcomic world and creator of One-Punch Man, is coming your way with animation by leading animation studio Bones!
          ",Warner Japan::action::adventure::shounen::fantasy::comedy::deutsche synchro,59,5,6,5,5,40,321
mobile-fighter-g-gundam,Mobile Suit Gundam Wing::Mobile Suit Gundam Wing ENDLESS WALTZ::Mobile Suit Gundam Seed Destiny::Captain Earth,"
            It is time for the Gundam Fight tournament! Each country sends a Gundam to Earth for this prestigious tournament in the hopes of winning power and glory for their homeland! But this time, there's an unseen evil lurking behind the scene. Domon Kasshu, Neo Japan's reluctant Fighter, is determined to uncover this evil and clear his family name! The fight to the top begins now!
          ",Sunrise::mecha::mobile fighter g gundam::science fiction::action::kidou butouden g gundam,49,4.5,0,0,2,1,5
mobile-suit-gundam-00,Mobile Suit Gundam Wing::Mobile Suit Gundam Wing ENDLESS WALTZ::Mobile Suit Gundam Seed Destiny::Captain Earth,"
            The year is 2307 A.D. Although fossil fuels have been depleted, humanity has obtained a new source of energy to replace them, in the form of a large-scale solar power generation system based on three huge orbital elevators. However, the benefits of this system are available only to a handful of major powers and their allies. 
 
In this world of never-ending conflict, a private armed organization appears, dedicated to the elimination of war through armed force. Its name is Celestial Being, and it is in possession of ""Gundam"" mobile suits.
          ",Sunrise::mecha::mobile suit gundam 00::science fiction::action,50,4.5,0,0,3,5,26
mobile-suit-gundam-iron-blooded-orphans,Mobile Suit Gundam Wing::Mobile Suit Gundam Wing ENDLESS WALTZ::Mobile Suit Gundam Seed Destiny::Captain Earth,"
            The Earth Sphere had lost its previous governing structure, and a new world was created under new systems of government. While a temporary peace had arrived, the seeds of a new conflict were being sown in the Mars Sphere, far away from Earth.
          ",Anime Consortium Japan Inc.::mecha::action::science fiction::tekketsu,75,4.5,6,9,8,23,167
mobile-suit-gundam-seed,Mobile Suit Gundam Wing::Mobile Suit Gundam Wing ENDLESS WALTZ::Mobile Suit Gundam Seed Destiny::Captain Earth,"
            In Cosmic Era (C.E.) 70...  
 
""The tensions mounted between the Earth Alliance and the ZAFT Forces caused by the 'Bloody Valentine' tragedy have erupted into an all-out war."" The Earth Alliance's mobile armor forces and tanks launch...mobile suits are destroyed one after another...  
 
""It seemed a foregone conclusion that the Earth Alliance, with its superior numbers, would be victorious. But this initial assessment proved to be false. Almost 11 months have passed since the conflict began, with no end in sight...""
          ",Sunrise::mecha::mobile suit gundam seed::gundam seed::action::science fiction,48,4.5,1,1,2,3,18
mobile-suit-gundam-seed-destiny,MOBILE SUIT GUNDAM 00::Mobile Suit Gundam Wing::Mobile Suit Gundam Wing ENDLESS WALTZ::Captain Earth,"
            In the year C.E.70, the conflict between the Z.A.F.T. Forces and the O.M.N.I. Enforcer has erupted into armed warfare of the highest intensity in the wake of the “Bloody Valentine” catastrophe. An armistice is signed following the Second Battle of Yakin Deyue, which saw massive casualties. Shinn Asuka finds himself caught up in the O.M.N.I. Enforcers' Orb Operation, and sees his parents and sister killed before his very eyes by the fighting. He grieves, clutching his sister's cell phone, the only thing left to him, while the “MOBILE SUIT GUNDAM”, the cause of all the fighting, flies away.
          ",Sunrise::mecha::gundam seed destiny::seed destiny::mobile suit gundam seed destiny::action::science fiction,50,3.5,1,3,4,1,4
mobile-suit-gundam-unicorn-re0096,Fafner Exodus::Mobile Suit Gundam Seed::Mobile Fighter G Gundam::Active Raid,"
            U.C. 0096. Three years after Char's Rebellion, Banagher Links, a boy living at the manufacturing colony Industrial 7, meets a mysterious girl who calls herself Audrey Burne. Audrey claims that she is trying to stop the Vist Foundation from handing over Laplace's Box to the Neo Zeon remnants known as the Sleeves, an act which could spark another war, and Banagher decides to help her. But the colony becomes a battlefield as fighting breaks out between the Sleeves and the Earth Federation Forces, who have also come to stop the handover...
          ",Anime Consortium Japan Inc.::mecha::sci-fi::action,22,3.5,5,3,4,7,14
mobile-suit-gundam-wing,MOBILE SUIT GUNDAM 00::Mobile Suit Gundam Wing ENDLESS WALTZ::Mobile Suit Gundam Seed Destiny::Captain Earth,"
            The Revolution Has Begun! 
 
Mankind has moved into space. Thousands of people live on giant orbiting space colonies called ""Sides."" However, the Earth Government, which rules the colonies, is unjust and cruel. A group of revolutionaires builds five robotic weapons called Gundams and plans to send them to Earth to begin their fight for independence. 
Piloted by five young men, these Gundams carry the hopes and dreams of freedom of the colonists with them as they descend to Earth to begin Operation Meteor!
          ",Sunrise::mecha::gundam wing::mobile suit gundam wing::action::science fiction,49,4,1,2,5,6,10
mobile-suit-gundam-wing-endless-waltz,MOBILE SUIT GUNDAM 00::Mobile Suit Gundam Wing::Mobile Suit Gundam Seed Destiny::Captain Earth,"
            The Revolution Has Begun! 
 
Mankind has moved into space. Thousands of people live on giant orbiting space colonies called ""Sides."" However, the Earth Government, which rules the colonies, is unjust and cruel. A group of revolutionaries builds five robotic weapons called Gundams and plans to send them to Earth to begin their fight for independence. 
Piloted by five young men, these of freedom of the colonists with them as they descend to Earth to begin Operation Meteor!
          ",Sunrise::mecha::gundam wing::endless waltz::mobile suit gundam wing::action::science fiction,1,5,0,0,0,0,5
momo-kyun-sword,RWBY VOLUME 1-3: The Beginning (Japanese Dub)::Hunter x Hunter::Blade and Soul::Chaika –The Coffin Princess-,"
            Momoko is a beautiful young sword fighter who was born inside a peach (momo in Japanese). She lives with her constant companions—the dog god Inugami, the monkey god Sarugami, and the pheasant god Kijigami—in a peaceful paradise. However, a demon army led by devil king invades the paradise and steals the precious treasure that protects Momoko's land. To retrieve the treasure and save the people, Momoko embarks on a great adventure with her three companions. 
Read more at http://myanimelist.net/anime/22225/Momo_Kyun_Sword#cErJoMsfw4Md3xjL.99
          ",Media Factory::action::adventure,12,3.5,5,4,6,9,7
momokuri,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            ""I want to know everything about the person I love!"" Yuki Kurihara, a second year high school student, falls in love with Shinya Momotsuki, who is a year younger than her.  After she takes a hundred hidden camera pictures of him from a distance for her ""Momo-kun Photo Collection"", she decides to tell him she likes him.  The two of them start to date, but Kurihara still continues to take hidden camera photos and collect the things he touches, and she's acting kind of weird. A romantic comedy about the love between two people who don't know how to express their feelings! 
Is my love... weird?
          ",Satelight,13,4,0,3,3,6,9
monogatari-second-season,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The bee apparition is now gone, and summer vacation where the phoenix apparition averted harm is over-- 
 
Around Koyomi Araragi and the girls who started a new trimester, apparitions, or perhaps threats even worse, were creeping in ever closer. 
 
Tsubasa Hanekawa, Mayoi Hachikuji, Suruga Kanbaru, Nadeko Sengoku, Shinobu Oshino, and Hitagi Senjyogahara. 
 
Their soliloquies, confessions – and farewells.
          ",Aniplex of America::monogatari,27,5,0,1,0,3,50
mononoke,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            In feudal Japan, evil spirits known as mononoke plague the countryside, leaving a trail of fear in their wake. One mysterious person has the power to slay the mononoke where they stand; he is known as the Medicine Seller, and he vanquishes the spirits using the power of his Exorcism Sword. In order to draw his sword he must understand the Form, Truth and Reason of the mononoke. Armed with a sharp wit, the Medicine Seller wanders from place to place, striking down the evil spirits in his wake.
          ",cinedigm::staff picks,12,5,0,1,0,4,40
monster-musume-everyday-life-with-monster-girls,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            When a hapless human teenager named Kurusu Kimihito is inducted as a ""volunteer"" into the government exchange program, his world is turned upside down. A snake-like lamia named Miia comes to live with him, and it is Kurusu's job to take care of her and make sure she integrates into his everyday life. 
Unfortunately for Kurusu, Miia is undeniably sexy, and the law against interspecies breeding is very strict. Even worse, when a ravishing centaur girl and a flirtatious harpy move in, what's a full-blooded teenage human with raging hormones to do?
          ",Toho::monster musume no iru nichijou,12,4.5,16,9,19,44,191
monster-strike,Shamanic Princess::Katana Maidens ~ Toji No Miko::Lord of Vermilion: The Crimson King::A Certain Magical Index,"
            The protagonist, Ren Homura, returns to the town of Kaminohara, where he once lived. But did he really live in this place before? A nagging feeling tugs at his memories. Meanwhile, a strange game is forcefully installed onto his smartphone - a game called Monster Strike. A gauntlet of battles await him. Through the fierce fighting, he pieces together his scattered memories while uncovering the truth of the game.  He's supported by his companions: Aoi Mizusawa, Akira Kagetsuki, and Minami Wakaba. Together they take a step into the unknown, unsuspecting of the secrets hidden below the surface...
          ",Mixi::action::fantasy,129,2.5,12,2,2,5,5
monthly-girls-nozaki-kun,"My Sweet Tyrant::How clumsy you are, Miss Ueno.::Fox Spirit Matchmaker::Ojisan and Marshmallow","
            Chiyo Sakura, a high school girl who fell in love with the unrefined boy schoolmate Umetaro Nozaki, decides to be courageous one day and asks him out. Her feelings weren't conveyed properly, and before she knew it she ends up helping a particular job of his as an assistant... The series is a shojo manga boy comedy which centers around Nozaki, a high school boy that is a popular shojo manga artist, and has a story woven by very individualistic characters.
          ",Media Factory::comedy::romance::romantic comedy::gekkan shoujo nozaki-kun,12,5,0,6,6,21,215
moritasan-wa-mukuchi,Hakone-chan::GA Geijutsuka Art Design Class::HaNaYaMaTa::Mr. TONEGAWA Middle Management Blues,"
            A short original video animation (OVA) directed by Naotaka Hayashi and produced by Studio Gram was bundled as a DVD with the limited edition of the third manga volume sold on February 26, 2011. Another OVA DVD, produced by the same staff as the previous OVA, was released separately on March 25, 2011. A TV anime series, with the same staff as the OVAs, began airing in Japan in July 2011.
          ",Takeshobo::anime::moritasan wa mukuchi::morita-san is silent::morita san wa mukuchi::comedy::seinen::slice of life::tae sano::mayu morita,26,4.5,7,7,22,59,218
moyashimon,SKET Dance::Miss Bernard said.::Pan de Peace!::Gabriel DropOut,"
            MOYASHIMON RETURNS picks up where the last season left off as our protagonist Tadayasu Sawaki, a first-year college student at an agricultural university, continues to have the unique ability to see and communicate with micro-organisms and bacteria. Still alongside good friend Kei Yuuki, whose family runs a sake brewery, he devolves an even deeper understanding of bacteria world with his special ability!
          ",Kodansha Ltd.::shounen::moyashimon returns::moyashimon::claris::comedy::slice of life::anime::tales of agriculture::crunchyroll moyashimon,22,4.5,0,0,2,10,15
mr-osomatsu,Nyanko Days::Ai-Mai-Mi Surgical Friends::Hinako Note::Gabriel DropOut,"
            Mr. Osomatsu is based off of the gag manga series Osomatsu-kun by Fujio Akatsuka, and ran from 1962 to 1969. The series features a set of sextuplets, the Matsuno brothers, with Osomatsu being the oldest brother and leader of the group.
          ",TV TOKYO::comedy::slice of life,52,4.5,4,2,1,5,72
mr-tonegawa-middle-management-blues,Sparrow's Hotel::Hakone-chan::Moritasan wa Mukuchi::Toradora!,"
            An executive at the Teiai Group, Tonegawa Yukio, is ordered by the company president Hyodo Kazutaka to plan out death games for debtors. Awaiting Tonegawa at these planning meetings are ordeals, agony, and despair! The demonic spinoff about the anguish inflicted on Tonegawa by the president and the company suits is now getting an anime adaptation!
          ",ntv::comedy::seinen::chuukan kanriroku tonegawa,24,4.5,0,1,1,4,12
ms-koizumi-loves-ramen-noodles,Gabriel DropOut::Nyanko Days::Ai-Mai-Mi Surgical Friends::Miss Bernard said.,"
            A cool girl who rarely speaks... The mysterious transfer student Koizumi-san doesn’t get along with others very well, but she’s actually a professional when it comes to ramen, who seeks out delicious ramen every day. Now serving up a truly authentic ramen story!
          ",CSPG::slice of life::comedy::ms. koizumi loves ramen noodles::ramen daisuki koizumi-san::crunchyroll co-production,12,3.5,3,10,10,15,9
ms-vampire-who-lives-in-my-neighborhood,Gabriel DropOut::Nyanko Days::Ai-Mai-Mi Surgical Friends::Miss Bernard said.,"
            Human girl Amano Akari is rescued by a vampire, Sophie Twilight, and falls in love with her. She forces herself into Sophie’s home and begins living with her. Though Sophie is a vampire, she never attacks humans, instead buying blood and anime merchandise online like any ordinary person. A modern-day vampire comedy!
          ",Showgate::slice of life::comedy::tonari no kyuuketsuki-san,12,4.5,0,1,4,10,22
muhyo-rojis-bureau-of-supernatural-investigation,Dusk Maiden of Amnesia::Beyond the Boundary::Hakkenden: Eight Dogs of the East::BORUTO: NARUTO NEXT GENERATIONS,"
            Are you a victim of unwanted spirit possession? Is there a ghost you need sent up and away... or down to burn for all eternity? If the answer is ""yes,"" then you need Muhyo and Roji, the experts in supernatural law. Serving justice to evil spirits is their specialty.
          ",Animax::supernatural::mystery::muhyo to roji,12,4,1,1,2,5,6
muromi-san,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            One day, Mukoujima Takurou, a boy in high school who loves fishing, catches a pig tailed mermaid called Muromi-san who speaks in the Hakata dialect. She comes to visit Takurou often, along with her fellow mermaids Sumida-san, Fuji-san, Levia-san, Hii-chan, and even some other fantastical creatures such as Yeti and Harpy!
          ",Kodansha Ltd.::namiuchigiwa no muromi-san,13,4.5,0,1,1,4,22
mushi-shi,Elegant Yokai Apartment Life::Death March to the Parallel World Rhapsody::Restaurant to Another World::Kino's Journey -the Beautiful World- the Animated Series,"
            They are creatures only known as ‘Mushi,’ whose abilities range well into the supernatural. While their existence and appearances are unknown to the humans around them, there are a few like Ginko who is a ‘Mushi-shi’ that travels around to investigate and find out more about the ‘Mushi.’ During the course of his discovery and understanding, he helps those who are troubled by the Mushi themselves…
          ",Aniplex of America::fantasy::adventure::staff picks::slice of life::seinen,22,5,1,1,0,13,145
mushi-uta,Saint Seiya - Soul of Gold::Ushio and Tora::Saint Seiya Saintia Sho::Web Ghosts PiPoPa,"
            Teenagers who live with “dreams” in their hearts.  
 
When their dreams become so big and powerful that they cannot suppress them anymore, the “bugs” (supernatural beings that look like bugs) appear out of nowhere and eat their dreams. The bugs deprive teenagers of their dreams, but give them unwanted superhuman power.  
 
The bugs are parasites to humans and their hosts are called the “Mushi-Tsuki.” Though the Mushi-Tsuki’s existence is officially denied, everybody knows the term and the Mushi-Tsuki are discriminated against and feared by the public.  
 
The near future, a futuristic Japan. It is now ten years after the “bugs” first appeared.  
 
“Special Environment Preservation Office” or “SEP” is an entity attached to a governmental organization.  The government’s official announcement declares its mission is to find and catch the Mushi-Tsuki, and render them “non-existent.”  “Cuckoo” is SEP’s best agent, and the strongest Mushi-Tsuki. He is possessed by a green “cuckoo bug.” He can draw the bug’s power into himself and his guns, increasing both his physical abilities and those of his weapons.  One day, Cuckoo is assigned to catch a girl, Shiika Anmoto.  She ran away from a secret facility where the Mushi-Tsuki　are locked away.  
 
Daisuke Kusuriya, who looks completely ordinary, is a freshman at Oka Higashi High School. He meets Shiika Anmoto on his way to school and they are strongly attracted to one another.  Meanwhile, Cuckoo tries to corner Shiika Anmoto, but members of the “Mushi-Banê ” appear. Mushi-Banê is the resistance organization against SEP, led by Ladybird.  
 
The sacred night’s battle, which are bursting with the poignant and passionate emotions of the dreamers.has just began.
          ",Kadokawa Pictures Inc.::mushi uta::mushiuta::mushi-uta::anime::fantasy::shounen::action::science fiction::supernatural,12,4.5,9,6,26,72,565
mushibugyo,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The protagonist, Tsukishima Jinbei, strives to be a warrior who wins every battle until the day he dies. Jinbei has left his homeland in the Tsugara Domain to join the Mushibugyo in the great city of Edo. His job in the Mushibugyo is to exterminate giant bugs that run rampant in the city. Jinbei fights with the Mushibugyo, an office of brave men who risk their lives to protect the peace in Edo and the smiles of the people! Honesty does pay off!
          ",TV TOKYO::anime::mushibugyo,27,4.5,0,3,5,15,45
music-girls,White Album 2::Yotsuiro Biyori::Oreshura::Locodol,"
            Haru Chitose, Eri Kumagai, Sarasa Ryuoh, Kiri Mukae, Uori Mukae, Sasame Mitsukuri, Miku Nishio, Hiyo Yukino, Shupe Gushiken, Kotoko Kintoki, and Roro Morooka are the eleven members of ""Music Girls,"" an idol group produced by Pine Records. However, they're a third-rate idol group that can't seem to sell CDs at all. But even though they're obscure and constantly in debt, the members and their producer, Ikehashi, are all trying their hardest. Ikehashi gets the idea that Music Girls needs a new member—an idol who can light a fire under them so that they can grasp success!
          ",King Record Company Limited ::music::shoujo::slice of life,12,3.5,0,1,2,1,2
my-first-girlfriend-is-a-gal,NEW GAME!::A Sister's All You Need.::Saekano -How to Raise a Boring Girlfriend-::KARAKAI JOZU NO TAKAGI-SAN,"
            A new school term begins, as does the season of new encounters.  
As he surveys his class full of couples, Hashiba Jun'ichi's mind is filled with distress as he asks himself, ""Why am I still a virgin?!"" Having heard from his friends that the easiest way to fulfill his long-standing desire to graduate from the fellowship of virgins is to kowtow to a gal, Jun'ichi does exactly that and asks his classmate Yukana out. And unbelievably, she actually agrees to date him.  
What will become of Jun'ichi from now on?
          ",Kadokawa Pictures Inc.::romance::ecchi::comedy::slice of life,10,3.5,32,16,19,47,47
my-hero-academia,Vividred Operation::Naruto Shippuden::RADIANT::Brave 10,"
            Izuku has dreamt of being a hero all his life—a lofty goal for anyone, but especially challenging for a kid with no superpowers. That’s right, in a world where eighty percent of the population has some kind of super-powered “quirk,” Izuku was unlucky enough to be born completely normal. But that’s not enough to stop him from enrolling in one of the world’s most prestigious hero academies.
          ",Funimation::shounen::action::adventure::my hero academia::boku no hero academia,51,5,14,5,17,46,680
my-little-monster,Magic-Kyun! Renaissance::Love Stage!!::Blue Spring Ride::Kamigami no Asobi,"
            Impassive girl meets trouble maker in a brand new love story! 
 
After Mizutani Shizuku, a girl whose sole interest is studying, is asked to deliver some handouts to Yoshida Haru, a boy who hasn't come to school after spilling blood on the first day, she finds herself the target of his affection. 
 
This is a story about a boy and a girl who struggle with love and friendship. 
Opening yourself up to other people forces you to be honest with yourself.
          ",ADK::shoujo::romance::tonari no kaibutsukun::my little monster::robico,13,4.5,5,8,38,112,346
my-love-story,GLASSLIP::Tsukigakirei::5 Centimeters per Second::Kokoro Connect,"
            Takeo Goda is a giant guy with a giant heart. Too bad the girls don't want him! (They always go for his good-looking best friend, Sunakawa.) Used to being on the sidelines, Takeo simply stands tall and accepts his fate. But one day when he saves a girl named Yamato from a harasser on the train, his (love!) life suddenly takes an incredible turn! Takeo can hardly believe it when he crosses paths with Yamato again, and he finds himself falling in love with her… But with handsome Sunakawa around, does Takeo even stand a chance?
          ",ntv::romance::slice of life::drama::ore monogatari,24,5,1,1,10,21,335
my-mental-choices-are-completely-interfering-with-my-school-romantic-comedy,Anime De Training! Ex::My First Girlfriend is a Gal::NEW GAME!::Miss Bernard said.,"
            Kanade Amakusa – a boy cursed with the mental power who will turn any multiple-choice quiz he thinks about into a reality. However, one day in school, he is given another choice: a beautiful girl will fall before him or he will fall from the rooftop in female clothes. Although he chooses the first option and it comes true, he and his new-chosen love – Chocolat – are in for a hilarious multiple-choice adventure.
          ",Kadokawa Pictures Inc.::comedy::ecchi::slice of life::ore no nounai sentakushi ga gakuen love comedy wo zenryoku de jama shiteiru::noucome::noukome,10,4.5,3,6,18,40,103
my-roommate-is-a-cat,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The story of Mikazuki Subaru, a novelist who is shy and struggles in relationships with other people, and a cat who was dumped by humans and lived a tough life on the streets. Through a twist of fate, the two of them end up living together. This heartwarming tale illustrates day-to-day life through the eyes of both man and cat. These moments seem trivial, but as they build upon themselves, the two become family and find happiness in their life together.
          ",NBC Universal::doukyonin wa hiza tokidoki atama no ue,10,5,0,0,2,4,38
my-sweet-tyrant,"Fox Spirit Matchmaker::How clumsy you are, Miss Ueno.::Ojisan and Marshmallow::Monthly Girls' Nozaki-kun","
            The childhood friends Akkun and Nontan are boyfriend and girlfriend. But Akkun is always saying ridiculously harsh things to Nontan as well as being cold with her and is frequently moody. But that’s just how Akkun expresses his love for Nontan. This is a high school love comedy about Akkun and Nontan, who doesn’t seem to care at all about how Akkun acts toward her.
          ",TV TOKYO::romance::comedy::akkun to kanojo,25,4,3,2,4,8,18
my-teen-romantic-comedy-snafu,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            So exactly what’s going to happen when Hachiman Hikigaya, an isolated high school student with no friends, no interest in making any and a belief that everyone else’s supposedly great high school experiences are either delusions or outright lies, is coerced by a well meaning faculty member into joining the one member “Services Club” run by Yukino Yukinoshita, who’s smart, attractive and generally considers everyone in her school to be her complete inferior?
          ",TBS::staff picks,26,4.5,4,5,15,48,199
myriad-colors-phantom-world,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            In the near future, monstrous creatures called “phantoms” descend upon the world. Haruhiko Ichijo is a student at Hosea Academy, along with Mai Kawakami, Reina Izumi, and Koito Minase, three girls who fight these creatures. High school life proceeds as normal until a certain incident reveals the truth of their world to them.
          ",ABC Asahi::musaigen no phantom world,26,4,7,12,17,31,42
myself-yourself,Ano Natsu de Matteru::Golden Time::Saekano -How to Raise a Boring Girlfriend-::ReLIFE,"
            Sana Hikada returns to his hometown after 5 years away living in Tokyo. Although there are some changes to the town, most has remained the same. He notices a girl in a shrine maiden outfit, Nanaka Yatsushiro, who is a old childhood friend whom he gave a bracelet to before he left which she still wears to this day.
          ",Marvelous AQL Inc.::anime::myself yourself::visual novel::romance::comedy::drama::slice of life::wadapen::takumi nakazawa,13,4.5,47,24,118,440,3954
mysteria-friends,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Mysteria Academy is a prestigious magic school that teaches magic without discrimination to the three factions (men, gods, demons), who usually are engaged in battle with each other. Two of the academy's students are Anne, a princess and honor student, and Grea, a princess born from a dragon and a human.
          ","Happinet Co., Ltd.",9,3.5,4,7,5,4,14
mysterious-girlfriend-x,Dusk Maiden of Amnesia::Natsuyuki Rendezvous::Beyond the Boundary::Hakkenden: Eight Dogs of the East,"
            Tsubaki Akira happens to lick the saliva of Urabe Mikoto, who just transferred into his class. This brings about a fever for Tsubaki. Urabe claims the cause is lovesickness which her saliva can cure.
          ",King Record Company Limited ::anime::mysterious girlfriend x::urabe mikoto::nazo no kanojo x::romance::riichi ueshiba::miyu irino::supernatural::crunchyroll mysterious girlfriend x,13,4.5,13,12,21,92,578
nagi-no-asukara-nagi-asu-a-lull-in-the-sea,Yamada-kun and the Seven Witches::GLASSLIP::MY love  STORY!!::Tsukigakirei,"
            Long ago, all humans lived in the ocean. But some who longed for the land abandoned the ocean, casting off the special raiments granted to them by the sea god to adapt them to life under the sea...
          ",Showgate::nagi no asukara::fantasy::slice of life::drama::romance::nagiasu,27,4.5,2,2,12,30,209
naked-wolves,Eyeshield 21::The Knight in the Area::Scorching Ping Pong Girls::Clean Freak! Aoyama kun,"
            “I am gonna be a sumo wrestler as grand as Mt. Fuji~!” 
In the comedic adventures of “Naked Wolves”, the central character, a sumo wrestler named Mikoshiarashi, travels around the world acquiring top secret sumo techniques and making friends wiith strong wrestlers on his road to becoming an invincible “YOKOZUNA” – The Grand Sumo Champion.  Howl on, Naked Wolves!
          ",PONY CANYON INC.::anime::naked wolves::comedy::action::children::sports::sumo::chibi::japanese culture,52,2.5,44,2,9,4,25
nananas-buried-treasure,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Jyugo Yama is a boy who was disowned by his father and forced to transfer to a high school on an artificial island. He begins to live by himself, only to discover his room is haunted by the ghost named Nanana Ryugajou. She was murdered ten years ago and cannot rest in peace until her killer is found. Before her death, Nanana collected things from all over the world and hid them on the island. Jyugo and Nanana set out to find these treasures and use their mysterious powers to find the culprit of the murder.
          ",Aniplex of America::ryuugajou nanana no maizoukin,11,4.5,0,5,6,16,36
nanbaka,THE IDOLM@STER CINDERELLA GIRLS::Polar Bear Cafe::Please tell me! Galko-chan::Ai-Mai-Mi,"
            Four men are assigned to Nanba, the world’s most formidable prison. Jyugo, a man who attempted to break out of prison and ended up extending his jail time; Uno, a man who likes to gamble with women; Rock, a man who likes to get into fights; and Nico, a man who likes anime. A super exciting action comedy about the daily lives of the prison’s inmates and guards.
          ",Tokuma Japan Comm::comedy::shoujo::slice of life::crunchyroll co-production,51,4.5,4,4,5,19,58
naruto,Dog Days::Mob Psycho 100::Fairy Tail::Web Ghosts PiPoPa,"
            The Village Hidden in the Leaves is home to the stealthiest ninja.  But twelve years earlier, a fearsome Nine-tailed Fox terrorized the village before it was subdued and its spirit sealed within the body of a baby boy.
          ",TV TOKYO::naruto::anime::crunchyroll naruto::sasuke uchiha::sakura haruno::masashi kishimoto::ninja::naruto uzumaki::itachi,220,4.5,453,64,280,813,14966
naruto-shippuden,My Hero Academia::Vividred Operation::RADIANT::Brave 10,"
            Naruto Uzumaki wants to be the best ninja in the land. He's done well so far, but with the looming danger posed by the mysterious Akatsuki organization, Naruto knows he must train harder than ever and leaves his village for intense exercises that will push him to his limits.
          ",TV TOKYO::anime::naruto::naruto shippuden::crunchyroll naruto shippuden::shippuden::naruto uzumaki::sakura haruno::sasuke uchiha::shikamaru nara,500,4.5,1112,275,814,2332,43893
naruto-spin-off-rock-lee-his-ninja-pals,Gintama::Ramen Fighter Miki::JoJo's Bizarre Adventure::Taboo Tattoo,"
            Welcome to the Hidden Leaf Village. The village where Uzumaki Naruto, star of the TV show ""Naruto"" makes his home. Every day, countless powerful ninjas carry out missions and train to hone their skills. Our main character is one of these powerful ninjas...but it's not Naruto! It's the ninja who can't use ninjutsu, Rock Lee!
          ",TV TOKYO::naruto::naruto rock lee::naruto spin off::rock lee and his ninja pals::anime::naruto sd rock lee no seishun full power ninden::crunchyroll rock lee::sakura haruno::sasuke uchiha,53,4,44,14,34,45,227
