name,similar,desc,tags,num_eps,agg_review,1,2,3,4,5
anisong-station,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            As Japanese anime has grown in popularity across the globe, fans have become passionate about the music and songs.  Working to bring the latest anime songs to a global audience is Anisong Station, an originally produced program specifically for anime songs hosted by MCs Daimao Kosaka and Ryoga, centering around the Anisong Ranking, as well as live and original studio performances from Anisong singers.
          ",Yurayurakick Corp,55,4.5,0,1,0,0,4
anne-happy,Nyanko Days::Ai-Mai-Mi Surgical Friends::Hinako Note::Gabriel DropOut,"
            A group of pitiable girls live their days with energy and cheer in this encouraging school comedy.  All the students of Tennogofune Academy's Class 1-7 seem to be plagued by ""bad karma,"" or misfortune. Hanakoizumi An the unlucky, Hibarigaoka Ruri of the tragic love stories, Kumegawa Botan with her perpetually poor health, Hagyuu Hibiki with her bad sense of direction, and Ekoda Ren with constant women troubles have just joined the class, and they're all doing their best to live their high school lives as happily as they can...
          ",Furyu::slice of life::comedy::crunchyroll co-production,12,4,0,4,3,11,15
ano-natsu-de-matteru,Myself; Yourself::Golden Time::Saekano -How to Raise a Boring Girlfriend-::ReLIFE,"
          To combat the approaching boredom, friends decide to make a film together documenting their memories together.
        ",Showgate::anime::ano natsu de matteru::waiting in the summer::romance::nagi yanagi::gazelle::crunchyroll ano natsu::slice of life::drama,12,4.5,11,10,21,94,545
anohana-the-flower-we-saw-that-day,Tsuritama::ISLAND::Yotsuiro Biyori::Oreshura,"
            Jinta Yadomi and his group of childhood friends have become estranged after a tragic accident split them apart. Now in their high school years, a sudden surprise forces each of them to confront their guilt over what happened that day and come to terms with the ghosts of their past.
          ",Aniplex of America::shoujo::slice of life::drama::staff picks,11,5,4,4,8,34,390
another,KAGEWANI::The Lost Village::Yamishibai: Japanese Ghost Stories::Lychee Light Club,"
          The school held a secret that nobody must speak of...Spring, 1998.
        ",Kadokawa Pictures Inc.::anime::another::horror::mystery::ali project::yukito ayatsuji::miliyah kato::atsushi abe::kadokawa shoten,13,4.5,20,15,62,283,1457
anti-magic-academy-the-35th-test-platoon,The Reflection::Hand Shakers::Hakata Tonkotsu Ramens::Girly Air Force,"
            Set in a world where witches run havoc, the military decides to shift from using sword to utilizing guns to neutralize magical threats. The Anti-Magic Academy is an institution that specializes in training witch hunters. Takeru Kusunagi, who can’t use guns and continues to fight with a sword, is relegated to the 35th Test Platoon, a motley group who can’t cooperate. One day, Ouka Ohtori, an elite pistol master who was forced into demotion, joins the platoon. Will they be able to gather their strengths and work together?
          ",Kadokawa Pictures Inc.::action::taimadou gakuen 35 shiken shoutai,12,3.5,5,21,17,23,27
aoharu-x-machinegun,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The story follows high school student Hotaru Tachibana, a girl disguised as a boy. Through strange circumstances she finds herself drawn into the world of survival games by a host, Masamune Matsuoka. The two form a team with ero-manga artist Tohru Yukimura and aim to be the best in Japan.
          ",TBS,12,4.5,1,2,7,14,58
aokana-four-rhythm-across-the-blue,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The invention of Grav-Shoes, footwear that function as antigravity devices, drastically changes the world, as they give people the ability to freely soar the skies. Asuka Kurashina transfers into Kunahama High school, where she meets Masaya Hinata and Misaki Tobisawa, finds out about the aerial sport that's rapidly gaining popularity—Flying Circus—and immediately joins the school's FC Club. She and her teammates sometimes clash, but they also support one another in the pursuit of their respective goals as they take on formidable rivals and look to triumph in the summer FC tournament.
          ",GONZO::ao kanata no four rhythm,24,4,6,7,7,15,27
aooni-the-blue-monster,FOREST FAIRY FIVE::Love Rice::Chiruran 1/2::Cheating Craft,"
            On the outskirts of town stands an abandoned house where ghosts are rumored to appear. Hiroshi and his classmates Takuro, Takeshi, and Mika pay the house a visit, only to be attacked by a bizarre monster, the Blue Devil. Will Hiroshi and his friends succeed in answering riddles and escaping the house, or are they doomed to live hilarious lives forever with the Blue Devil in the haunted house?! The courage-testing life of these four friends begins with the Blue Devil who continues to entertain even after death.
          ",TV TOKYO::winter_2017::comedy,14,3,3,3,3,4,3
arakawa-under-the-bridge,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Ko Ichinomiya's family motto is ""Never be indebted to anyone,"" but after losing his pants and falling into the Arakawa River, he quickly finds himself in debt to his savior, the cutely insane Nino (who happens to live under the bridge). To repay her, he vows to help her with her desire to ""experience love."" Along the way he'll meet the river's other residents, including a hot-blooded kappa, a Sister in drag, and a literal rock star. Sorry, Ko—when you fell into that river, I guess you really got in over your head!
          ",NIS America::arakawa under the bridge::anime::arakawa::maaya sakamoto::tomokazu seki::hikaru nakamura,26,4.5,0,0,2,2,19
arata-the-legend,Attack on Titan::RADIANT::GeGeGe no Kitaro::BORUTO: NARUTO NEXT GENERATIONS,"
            The stage is the world of Amawakuni, where mankind coexists with the many gods. There, a boy called Arata is wrapped up in a coup d'état led by the Twelve Shinsho, wielders of swords called Hayagami. When he is accused of murdering a princess, Arata escapes to a forest, where he finds himself transported to the modern world.
          ",TV TOKYO::shounen::action::adventure::fantasy,12,3.5,6,9,10,10,13
argevollen,Mobile Suit Gundam Wing::Mobile Suit Gundam Wing ENDLESS WALTZ::Mobile Suit Gundam Seed Destiny::Captain Earth,"
            The Kingdom of Arandas alliance and the Countries Unification of Ingelmia have been at war for many years. The situation has been at a stalemate across the fortress of the Great Wall, which has never been penetrated since the foundation of Arandas. The gate to the fortress has remained firmly closed, but when it creaks open, the complexity of war starts to change dramatically.
          ",Showgate::mecha::action::science fiction::shirogane no ishi,25,3.5,8,11,21,15,16
aria-the-animation,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Akari Mizunashi, at the age of 15, has left everything behind to travel to a sparkling planet covered in water, Aqua. More than anything, Akari wants to be an ""undine"" - a female gondolier who navigates the canals of the Aquan city of Neo-Venezia. As she begins her training with the prestigious Aria Company, will she be up to the challenges that await her on the path to achieve her dream?
          ",Nozomi Entertainment,53,5,0,0,1,1,17
arpeggio-of-blue-steel,"Children of Ether::RErideD - Derrida, who leaps through time::BTOOOM!::DOUBLE DECKER! DOUG & KIRILL","
            In the year 2039, global warming has caused a sudden rise in sea level, leading mankind to lose a great deal of land territory. At the same time, a fleet of mysterious warships clad in mist, known as the ""Fleet of Fog,"" begin to appear throughout the world's seas, attacking humanity's warships with their powerful superweapons. Humanity threw all the military strength it possessed at the Fleet of Fog in a decisive battle, but was crushed by the fleet's overwhelming might...
          ",Showgate::arpeggio of blue steel::action::science fiction::seinen::aoki hagane no arpeggio,13,4.5,1,7,17,33,105
as-miss-beelzebub-likes-it,Miss Kobayashi's Dragon Maid::Neo Angelique Abyss::Tsuredure Children::Yamada-kun and the Seven Witches,"
            Banished from Heaven, Beelzebub rules over Pandemonium where former angels that turned into demons work. One day, Beelzebub gets a new attendant named Mullin. Beelzebub seems wise and cool... but she's actually a girl that loves fluffy things! Mullin is shocked at this revelation but still tries to get closer to Beelzebub every day. They are surrounded by various other unique and clumsy demons, and in this story might be about the demons giving a certain emotion a name... maybe.
          ",ABC Asahi::comedy::fantasy::romance::shoujo::slice of life,12,4,4,3,7,3,25
asobi-asobase-workshop-of-fun-,Gabriel DropOut::Nyanko Days::Ai-Mai-Mi Surgical Friends::Miss Bernard said.,"
            Olivia is a blonde-haired beauty who was born and raised in Japan, but can’t speak any English. Despite always acting serious and as an intellectual, Kasumi is a bespectacled girl with short hair, who also can’t speak English. Finally, there’s the pig-tailed Hanako, who’s cheerful but can’t seem to become a normie. The three middle schoolers end up making a “Players’ Club”?! The ultimately cute, ultimately fun and hilarious teenage girls’ comedy is about to begin!
          ",Kadokawa Pictures Inc.::comedy::slice of life::season_summer_2018,12,5,1,1,1,6,88
asura-cryin,11eyes::Broken Blade::The Price of Smiles::Demon King Daimao,"
          Tomoharu Natsume is a high school student living by himself with a ghost friend that only he can see.
        ",TV TOKYO::action::fantasy::harem::mecha::seinen::super power::anime::asura cryin::crunchyroll asura cryin',26,4.5,10,13,53,190,1139
attack-on-titan,Arata the Legend::RADIANT::GeGeGe no Kitaro::BORUTO: NARUTO NEXT GENERATIONS,"
            Known in Japan as Shingeki no Kyojin, many years ago, the last remnants of humanity were forced to retreat behind the towering walls of a fortified city to escape the massive, man-eating Titans that roamed the land outside their fortress. Only the heroic members of the Scouting Legion dared to stray beyond the safety of the walls – but even those brave warriors seldom returned alive. Those within the city clung to the illusion of a peaceful existence until the day that dream was shattered, and their slim chance at survival was reduced to one horrifying choice: kill – or be devoured!
          ",Funimation::action::adventure::fantasy::shounen::attack on titan,24,4.5,39,32,54,147,1526
b-project,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Our protagonist, Sumisora Tsubasa, just got a job as a new A&R person at Gandala Music, one of the biggest record companies in the business.  
 
Almost like it was a trap, as soon as she started with the company, she was put in charge of the idol unit, ""B-PROJECT."" Being in charge of B-PROJECT meant that she was in charge of the three groups, ""Kitakore,"" ""THRIVE,"" and ""MooNs."" Because this is her first job, things don't go that well and she's faced with various trouble and accidents.  
 
Be ambitious along with the ten BOYS who are all very different!
          ",ABC Asahi,23,3.5,5,3,7,4,8
bakemonogatari,"Nisemonogatari::Ghastly Prince Enma Burning Up::A Bridge to the Starry Skies - Hoshizora e Kakaru Hashi::We, Without Wings - under the innocent sky","
            “Bakemonogatari” (translated “Ghost Story”) was written by Nisioisin, one of the most popular writers in Japan, and the series consists of 5 different stories. 
 
Thanks to Meme Oshino, Koyomi Araragi, a high school student, is able to remain a human after coming across a female vampire..
          ",Aniplex of America::comedy::mystery::ecchi::seinen::supernatural::staff picks,12,4.5,8,2,9,19,90
bakumatsu,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            This story takes place during the Bakumatsu era in Japan. Japan’s history looked bleak during this time, and many passionate men fought over hegemony within the country, various ideals in their hearts. Shinsaku Takasugi, a samurai warrior from Choshu, attempts to sneak onto a ship run by Yoshinobu Tokugawa, his partner Kogoro Katsura at his side. Takasugi and Katsura aim to steal a legendary treasure that is said to have the ability to control time: the pocket watch “Jishingi.”  However, the moment they obtain the watch, it is stolen from them by a woman dressed in black.
          ",Furyu,12,2.5,3,0,0,0,2
bakumatsu-gijinden-roman,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The stage is the close of the Edo period, an age when, not unlike our own time, both natural and man-made disasters left chaos in their wake. Manjiro makes a living helping the people of the troubled capital city, but behind the scenes, he also works in secret to take back precious belongings stolen from the people by unjust political powers and conspiratorial menaces. The people call him ""Get-backer Roman.""
          ","TMS Entertainment Co., Ltd.::anime::bakumatsu gijinden roman::roman::monkey punch",12,3.5,1,1,2,2,2
bakuon,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Moe and motorcycles have never looked better together in this sports comedy about a group of students in the motorcycle club of their all-girls school. When Hane Sakura sees the wild-hearted Onsa Amano riding a motorcycle to school, Sakura is inspired to join the motorcycle club and get her license. However, nothing could have prepared her for the challenges, or the joys, that come with hitting the road on the wings of a real bike!
          ",NBC Universal,12,4.5,0,0,5,6,13
bananya,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
          A short about the secret life of kitties who live in bananas!
        ","TMS Entertainment Co., Ltd.",13,4.5,3,2,2,6,43
bang-dream,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            When she was a child, Kasumi Toyama felt a heart-pounding thrill every time she gazed at the stars, and she's been looking without success for something that could inspire the same feeling ever since. One day, she comes across a star-shaped guitar in a rundown pawnshop and, for the first time, discovers the thrill she's been searching for. Kasumi becomes determined to form an all-girl band, and her search leads her to four like-minded souls: Saya, Arisa, Rimi, and Tae. Does this band have what it takes to make their dreams of stardom come true?
          ",Sentai,24,4.5,1,1,1,5,12
